東京,,,,,,,,,,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真,
,ダイエー,イオンフードスタイル稲城長沼,稲城市大丸195−1,長机1台分,屋外,ダイエースペース,"15,000","20,000",要確認,,,,,,,,,,,,
,ダイエー,ダイエー国立①　1F階段踊場,国立市富士見台1-12-4,長机1台分,屋内（風除室含む）,ダイエースペース,"15,000","20,000",要確認,,,,,,,,,,,,
,ダイエー,ダイエー国立②　2F階段踊場,国立市富士見台1-12-4,長机1台分,屋内（風除室含む）,ダイエースペース,"15,000","20,000",要確認,,,,,,,,,,,,
,ダイエー,イオンフードスタイル船堀,江戸川区船堀１丁目１−５１,長机1台分,屋内（風除室含む）,ダイエースペース,"20,000","30,000",要確認,,,,,,,,,,,,
,ダイエー,グルメシティ東尾久,荒川区東尾久4-16-7,長机1台分,屋外,ダイエースペース,"15,000","20,000",要確認,,,,電源あり,,,,,,,,
,ダイエー,グルメシティ柴又,葛飾区柴又2-5-21,長机1台分程,屋内（風除室含む）,グラスト,"25,000","30,000",要確認,,,,派遣社員3名以下,,,,,,,,
,ダイエー,グルメシティ東向島駅前,墨田区東向島5-1-8,長机1台分程,屋内（風除室含む）,グラスト,"25,000","30,000",要確認,,,,派遣社員3名以下,,,,,,,,
,ダイエー,イオンフードスタイル小平,小平市小川東町２丁目１２−１,長机1台分程,屋内（風除室含む）,ダイエースペース,"15,000","20,000",要確認,,,,通信・保険催事不可,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ①　2階 フェスティバル広場,江東区青海1−1−10,約204.0㎡,屋内（風除室含む）,アイフィールド,"408,000","608,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ②　4階 駐車場連絡通路,江東区青海1−1−10,約33.7㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ③　1階 東京テレポート駅ゲート(屋外),江東区青海1−1−10,約24.0㎡,屋内（風除室含む）,アイフィールド,"110,000","220,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ④　2階 駐車場連絡通路,江東区青海1−1−10,約23.6㎡,屋内（風除室含む）,アイフィールド,"158,000","308,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑤　5階 東アトリウム付近,江東区青海1−1−10,約20.0㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑥　5階 西アトリウムAorB,江東区青海1−1−10,約5.3㎡～7.2㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑦　4階 西アトリウムAorB,江東区青海1−1−10,約5.3㎡～7.2㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑧　3階 西アトリウムAorB,江東区青海1−1−10,約5.3㎡～7.2㎡,屋内（風除室含む）,アイフィールド,"158,000","258,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑨　5階 東アトリウム,江東区青海1−1−10,約5.1㎡～7.9㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑩　4階 東アトリウム,江東区青海1−1−10,約5.1㎡～7.9㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,ダイバーシティ,ダイバーシティ東京プラザ⑪　1階 東京テレポート駅ゲート(屋内),江東区青海1−1−10,約4.4㎡,屋内（風除室含む）,アイフィールド,"108,000","208,000",実施可能,,,,,,,,,,,,
,つつじヶ丘駅,つつじヶ丘駅,調布市西つつじケ丘３丁目３５−１,2.7m×1.6m,屋内（風除室含む）,グラスト,"202,000","202,000",要確認,,,,店舗誘引の催事のみ可能,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ①　デックス広場,港区台場1丁目6−1,60㎡,屋内（風除室含む）,グラスト,"60,000","60,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ②　レストラン広場,港区台場1丁目6−1,20㎡,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ③　シーサイド広場,港区台場1丁目6−1,110㎡,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ④　シーサイドデッキ,港区台場1丁目6−1,-,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ⑤　センターデッキ,港区台場1丁目6−1,-,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ⑥　アトリウム⼊口横,港区台場1丁目6−1,10.5㎡,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ⑦　シースルーエレベーター前,港区台場1丁目6−1,12.5㎡,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,デックス東京ビーチ,デックス東京ビーチ⑧　タワー広場,港区台場1丁目6−1,110㎡,屋内（風除室含む）,グラスト,"40,000","40,000",実施可能,,,,3月までリニューアル工事中,,,,,,,,
,東急ストア,東急ストア綾瀬,足立区綾瀬3-1-2,長机2台程,屋外,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア高島平とうきゅう①　1F店内(フード側通路),板橋区高島平9-23-1,長机2台程,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア高島平とうきゅう②　正面入口,板橋区高島平9-23-1,長机1台程,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,金曜日催事不可,,,,,,,,
,東急ストア,東急ストア長原,大田区上池台1-10-10,長机2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア雪が谷,大田区雪谷大塚町9-9,平台1台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア金町①　店頭(寿司屋さん側),葛飾区東金町1-36,長机2台程,屋外,グラスト,"40,000","40,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア金町②　1F店内(カルディ前),葛飾区東金町1-36,長机2台程,屋内（風除室含む）,グラスト,"40,000","40,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア金町③　正面入口（風除室）,葛飾区東金町1-36,長机2台程,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア荏原中延,品川区中延2-8-1,長机2台程,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア武蔵小山駅ビル,品川区小山3-4-8,長机2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア目黒,品川区上大崎2-24-13,長机1台分程,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア高円寺,杉並区高円寺南4-48-1,平台1台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア駒沢通り野沢①　店頭（正面入口横）,世田谷区野沢3-1-1,長机2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア駒沢通り野沢②　2Fエスカレーター横,世田谷区野沢3-1-1,長机2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア三軒茶屋,世田谷区太子堂4-1-1,長机1~2台分程,屋内（風除室含む）,場所とる,"45,000","45,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア東長崎,豊島区長崎5-1-31,長机2台程,屋内（風除室含む）,場所とる,"30,000","30,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア大岡山,目黒区大岡山2-10-1,長机1台分,屋外,場所とる,"45,000","45,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア清水台,目黒区下目黒4-11-18,長机2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストアフレルウィズ自由が丘①　１F店頭,目黒区自由が丘1-6-9,長机2台程,屋内（風除室含む）,グラスト,"60,000","60,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストアフレルウィズ自由が丘②　２F店内階段前,目黒区自由が丘1-6-9,長机2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア祐天寺,目黒区祐天寺2-13-6,長机2台程,屋内（風除室含む）,場所とる,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア洗足,目黒区洗足2-21-1,長机2台程,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア都立大学,目黒区中根1-4-3,長机2台程,屋内（風除室含む）,場所とる,"40,000","40,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストアあきる野とうきゅう,あきる野市秋川1-17-1,長机2台程,屋内（風除室含む）,グラスト,"50,000","50,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア調布とうきゅう,調布市小島町2-52-1,長机2台程,屋内（風除室含む）,場所とる,"45,000","45,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストアつくし野①　店頭部分,町田市つくし野1-30-1,長机2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストアつくし野②　１F店内入口付近,町田市つくし野1-30-1,長机2台程,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急ストア,東急ストア町田,町田市原町田6-4-1,長机2台程,屋内（風除室含む）,場所とる,"40,000","40,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス多摩川,大田区矢口3-28-7 (東急ドエルアルス多摩川内),長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス新宿24Plus,新宿区歌舞伎町2-44-1 (東京都健康プラザ「ハイジア」内5～7階),長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス青山,港区北青山2-8-44 TEPIA内,長机1～2台分,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス武蔵小金井,小金井市本町5-38-36,長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス金町24Plus,葛飾区金町6-9-5,長机1～2台分,屋内（風除室含む）,グラスト,"35,000","35,000",要確認,,,,,,,,,,,,
,東急スポーツオアシス,東急スポーツオアシス南大沢24Plus,八王子市南大沢5-4,長机1～2台分,屋内（風除室含む）,グラスト,"45,000","45,000",要確認,,,,,,,,,,,,
,トピレックプラザ,トピレックプラザ①　東館1Fエレベーターホール内,江東区南砂６丁目７−１５,長机2～3分程,屋内（風除室含む）,グラスト,"30,000","40,000",要確認,,,,,,,,,,,,
,トピレックプラザ,トピレックプラザ②　宝くじ売場横広場,江東区南砂６丁目７−１５,長机2～3分程,屋内（風除室含む）,グラスト,"20,000","30,000",要確認,,,,,,,,,,,,
,ドン・キホーテ,MEGAドン・キホーテ立川①,立川市曙町2-18-18,1.8㎡,屋内（風除室含む）,グラスト,"23,000","28,000",要確認,,,,,,,,,,,,
,ドン・キホーテ,MEGAドン・キホーテ立川②　サンプリングスペース,立川市曙町2-18-18,-,屋内（風除室含む）,自由市場,"10,500","10,500",要確認,無,無,無,机椅子の設置NG・サンプリングのみ,,,,,,,,
,ドン・キホーテ,ドン・キホーテ葛西①　公園側駐輪場移動販売スペース,江戸川区北葛西4丁目14−1,11.2㎡,屋外,自由市場,"3,500","3,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ葛西②　公園側駐輪場※キャンペーン専用,江戸川区北葛西4丁目14−1,11.2㎡,屋外,自由市場,"10,500","10,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ葛西③　店内サンプリング,江戸川区北葛西4丁目14−1,-,屋内（風除室含む）,自由市場,"10,500","10,500",要確認,無,無,無,机椅子の設置NG・サンプリングのみ,,,,,,,,
,ドン・キホーテ,ドン・キホーテ環七方南町,杉並区方南1-28-3,2.6㎡,屋外,自由市場,"21,500","21,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ町屋,荒川区町屋6-32-21,2㎡,屋内（風除室含む）,グラスト,"21,000","26,000",要確認,,,,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ浅草,台東区浅草2-10,5.9㎡,屋外,自由市場,"18,500",―,要確認,無,無,有,平日のみ催事可,,,,,,,,
,ドン・キホーテ,ドン・キホーテ府中,府中市緑町2-6-3,1.8㎡,屋内（風除室含む）,グラスト,"33,000","38,000",要確認,,,,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ京王堀之内,八王子市松木34-11,11.2㎡,屋外,自由市場,"13,500","13,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ東八三鷹,三鷹市野崎1-24,12.5㎡,屋外,自由市場,"15,500","15,500",要確認,無,無,無,平日のみ催事可,,,,,,,,
,ドン・キホーテ,ドン・キホーテめじろ台,八王子市椚田町586-22,1㎡,屋内（風除室含む）,自由市場,"17,500","24,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ小平,小平市小川東町1-5-23,9㎡,屋外,自由市場,"15,500","21,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ北池袋,豊島区池袋本町2-7-5,2㎡,屋内（風除室含む）,自由市場,"21,500","30,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,MEGAドン・キホーテ武蔵小金井駅前,小金井市本町5-11-2,1.6㎡,屋内（風除室含む）,自由市場,"20,500","31,500",要確認,無,無,有,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ新宿明治通り,新宿区戸山3-16-6,1㎡,屋内（風除室含む）,グラスト,"25,000","40,000",要確認,,,,,,,,,,,,
,ドン・キホーテ,ドン・キホーテ新宿,新宿区大久保１丁目12-6,"3,7㎡",屋外,自由市場,"20,000","20,000",要確認,無,無,無,,,,,,,,,
