埼玉,,,,,場所とる,"21,000","21,000",,,,,,,,,,,,,
,施設名,実施場所名,施設住所,広さ,屋内・屋外,発注先,金額（平日）,金額（土日祝日）,通信催事可否,机貸出,椅子貸出,電源貸出,注意事項,AGでの手配実績,過去実施時代理店、店舗,AGでの過去実績（PIのみ 期間すべて）,過去トラブルなど,場所（Google Map）,その他備考,区画写真
,イオンタウン,イオンレイクタウンKAZE⑤　2階VERSIONY前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"150,000","300,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑥　2階サマンサベガ前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"150,000","300,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑦　ロペピクニック前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"150,000","300,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑧　2階時の広場,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","200,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑨　3階ANAP前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","150,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑩　3階INGNI前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","150,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑪　3階　VENCEsharestyle前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","150,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑫　3階イオンシネマ前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","150,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑬　3階イオンホール,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","200,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンKAZE⑭　3階マジェスティックレゴン前,越谷市レイクタウン４丁目２−２,-,屋内（風除室含む）,場所取る,"100,000","150,000",要確認,要確認,要確認,有,,,,,,,,
,イオンタウン,イオンレイクタウンmori　2F機の広場南側ブリッジ,越谷市レイクタウン 3 丁目 1 番地 1,要確認,屋内（風除室含む）,ダイエースペース,"130,000","250,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン大宮西①　1Fフードコート横,さいたま市西区三橋6-607-13,4.5m×3.9m(5.3坪),屋内（風除室含む）,グラスト,"30,000","40,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン大宮西②　1F食品レジ前,さいたま市西区三橋6-607-13,4m×2.5m(3.0坪),屋内（風除室含む）,グラスト,"30,000","40,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン大宮西③　1F南口風除室,さいたま市西区三橋6-607-13,3.5m×1.8m(1.9坪),屋内（風除室含む）,グラスト,"30,000","40,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン大宮西④　3F中央エスカレーター周り,さいたま市西区三橋6-607-13,5.5m×3.5m(5.8坪),屋内（風除室含む）,グラスト,"30,000","40,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン北浦和①　1Fサービスカウンター横(イオンクレジット跡),さいたま市浦和区常盤10-20-29,2m70×2m70(3坪),屋内（風除室含む）,グラスト,"30,000","40,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン北浦和②　1F食品レジ前(かぼちゃ跡地),さいたま市浦和区常盤10-20-29,15.2坪,屋内（風除室含む）,グラスト,"40,000","60,000",要確認,要確認,要確認,要確認,,,,,,,,
,イオン,イオン北浦和③　1Fサービスカウンター前,さいたま市浦和区常盤10-20-29,50坪,屋内（風除室含む）,グラスト,"240,000","360,000",要確認,要確認,要確認,要確認,,,,,,,,
